ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
A01756,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Full-Time,Slack,Agile,PMP,English,Finance
A01758,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Full-Time,Slack,Agile,AWS Certified,Korean,Finance
A01759,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,PMP,Korean,Finance
A01760,8,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Open Source Contribution,Mid-Term,Zoom,Agile,,English,Finance
A01764,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Mid-Term,Microsoft Teams,Waterfall,AWS Certified,English,Finance
A01773,13,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,,English,Technology
A01775,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Freelancer,Zoom,Agile,,English,Technology
A01776,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Mid-Term,Microsoft Teams,Agile,,English,Finance
A01777,1,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Long-Term,Slack,Waterfall,,English,Education
A01779,1,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Company Project,Long-Term,Microsoft Teams,Waterfall,,English,Finance
A01781,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Freelancer,Slack,Waterfall,,English,Finance
A01784,1,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Part-Time,Slack,Agile,,Korean,Education
A01787,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,E-commerce platform,Long-Term,Microsoft Teams,Agile,,English,Technology
A01791,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Full-Time,Microsoft Teams,Agile,PMP,English,Finance
A01794,3,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Part-Time,Microsoft Teams,Agile,,English,Education
A01797,7,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Mid-Term,Zoom,Agile,AWS Certified,English,Healthcare
A01799,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Long-Term,Zoom,Waterfall,AWS Certified,English,Healthcare
A01801,7,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Cloud infrastructure,Short-Term,Zoom,Waterfall,AWS Certified,English,Education
A01802,2,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Freelancer,Zoom,Waterfall,,English,Healthcare
A01803,9,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Part-Time,Slack,Waterfall,,English,Finance
A01807,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Long-Term,Microsoft Teams,Waterfall,PMP,English,Healthcare
A01813,12,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Mid-Term,Zoom,Agile,AWS Certified,English,Finance
A01814,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,,Korean,Education
A01818,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Long-Term,Microsoft Teams,Waterfall,,English,Education
A01821,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Long-Term,Slack,Waterfall,AWS Certified,English,Healthcare
A01822,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Healthcare
A01823,1,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Mid-Term,Slack,Waterfall,,English,Technology
A01828,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Short-Term,Slack,Agile,AWS Certified,English,Healthcare
A01831,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,,English,Healthcare
A01834,6,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Open Source Contribution,Freelancer,Zoom,Waterfall,AWS Certified,Korean,Healthcare
A01836,5,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Full-Time,Zoom,Agile,,English,Education
A01838,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Long-Term,Zoom,Agile,AWS Certified,English,Technology
A01839,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,PMP,English,Finance
A01841,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Mobile app,Freelancer,Slack,Agile,AWS Certified,English,Finance
A01842,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Healthcare
A01843,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Mobile app,Freelancer,Microsoft Teams,Waterfall,PMP,English,Technology
A01844,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Healthcare
A01860,9,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Open Source Contribution,Full-Time,Microsoft Teams,Waterfall,,Korean,Education
A01861,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Short-Term,Slack,Waterfall,AWS Certified,Korean,Healthcare
A01863,10,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Mobile app,Long-Term,Slack,Agile,AWS Certified,English,Education
A01865,15,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Microsoft Teams,Waterfall,,Korean,Technology
A01866,11,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,,Korean,Technology
A01867,11,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Full-Time,Slack,Waterfall,,English,Education
A01868,4,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Full-Time,Slack,Waterfall,,English,Education
A01870,8,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Freelancer,Slack,Agile,,English,Finance
A01874,11,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Freelancer,Zoom,Agile,,English,Technology
A01876,5,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Short-Term,Zoom,Waterfall,AWS Certified,English,Technology
A01877,12,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Mid-Term,Microsoft Teams,Agile,AWS Certified,English,Finance
A01882,15,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Full-Time,Slack,Agile,,English,Finance
A01883,15,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Freelancer,Microsoft Teams,Agile,,Korean,Education
A01884,2,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Long-Term,Microsoft Teams,Agile,,English,Finance
A01885,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Full-Time,Slack,Waterfall,PMP,English,Technology
A01886,8,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Mid-Term,Slack,Agile,PMP,English,Finance
A01887,12,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Data Science - Frontend Developer,E-commerce platform,Short-Term,Slack,Waterfall,AWS Certified,English,Finance
A01893,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Mid-Term,Zoom,Agile,AWS Certified,Korean,Finance
A01897,6,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Mobile app,Freelancer,Zoom,Agile,PMP,English,Finance
A01899,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Full-Time,Zoom,Waterfall,,English,Finance
A01911,3,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development - Web Development - Data Engineer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Technology
A01913,14,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Company Project,Freelancer,Microsoft Teams,Agile,,English,Finance
A01915,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Short-Term,Zoom,Agile,,English,Healthcare
A01921,12,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,AWS Certified,English,Technology
A01922,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Cloud infrastructure,Part-Time,Slack,Waterfall,,English,Healthcare
A01923,5,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Full-Time,Zoom,Agile,,English,Finance
A01925,3,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Technology
A01927,4,"Java, Spring, Node.js, MySQL","Java, MySQL",Data Science - Backend Developer,Cloud infrastructure,Long-Term,Slack,Waterfall,PMP,English,Healthcare
A01938,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Long-Term,Zoom,Agile,PMP,Korean,Healthcare
A01942,9,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development - Web Development - Data Engineer,Company Project,Part-Time,Microsoft Teams,Agile,AWS Certified,Korean,Healthcare
A01944,13,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Slack,Agile,AWS Certified,English,Finance
A01948,7,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Open Source Contribution,Short-Term,Slack,Waterfall,PMP,English,Education
A01950,4,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Full-Time,Slack,Agile,PMP,Korean,Education
A01952,12,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development - Web Development - Data Engineer,Open Source Contribution,Full-Time,Zoom,Agile,,English,Education
A01955,4,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,,Korean,Healthcare
A01957,1,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Open Source Contribution,Part-Time,Zoom,Agile,AWS Certified,English,Technology
A01963,14,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,English,Education
A01964,6,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Long-Term,Zoom,Waterfall,,English,Education
A01967,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Company Project,Freelancer,Microsoft Teams,Agile,,English,Healthcare
A01971,9,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Company Project,Part-Time,Slack,Agile,,English,Finance
A01975,1,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development - Web Development - Data Engineer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,PMP,English,Finance
A01978,5,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,E-commerce platform,Part-Time,Slack,Agile,AWS Certified,English,Finance
A01981,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Freelancer,Zoom,Waterfall,PMP,English,Finance
A01985,8,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Cloud infrastructure,Freelancer,Microsoft Teams,Waterfall,AWS Certified,English,Technology
A01987,12,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",Web Development - DevOps Engineer,E-commerce platform,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Korean,Finance
A01988,12,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Technology
A01991,2,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,E-commerce platform,Long-Term,Zoom,Waterfall,AWS Certified,English,Education
A01996,8,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Cloud infrastructure,Mid-Term,Slack,Waterfall,AWS Certified,English,Healthcare
A01997,14,"Java, Spring, Node.js, MySQL","Java, MySQL",Web Development - Backend Developer,Open Source Contribution,Freelancer,Slack,Waterfall,,English,Healthcare
A01998,3,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Cloud infrastructure,Short-Term,Zoom,Waterfall,PMP,English,Finance
A02002,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,E-commerce platform,Long-Term,Zoom,Waterfall,AWS Certified,English,Technology
A02005,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Part-Time,Slack,Agile,PMP,English,Finance
A02009,9,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Mobile app,Long-Term,Slack,Waterfall,AWS Certified,English,Education
A02010,9,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,AWS Certified,Korean,Healthcare
A02013,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,E-commerce platform,Long-Term,Microsoft Teams,Agile,,English,Healthcare
A02014,12,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,Open Source Contribution,Long-Term,Zoom,Waterfall,PMP,English,Healthcare
A02016,1,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Web Development - Web Development - Data Scientist,Cloud infrastructure,Full-Time,Zoom,Agile,PMP,Korean,Finance
A02017,9,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Company Project,Freelancer,Slack,Waterfall,PMP,English,Education
A02018,10,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Open Source Contribution,Freelancer,Slack,Waterfall,AWS Certified,English,Healthcare
A02023,11,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Long-Term,Zoom,Waterfall,,English,Education
A02027,6,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",DevOps - Frontend Developer,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,English,Healthcare
A02030,5,"Docker, Kubernetes, AWS, CI/CD","Bash, Python",DevOps - DevOps Engineer,E-commerce platform,Short-Term,Microsoft Teams,Agile,AWS Certified,English,Technology
A02034,2,"Python, Pandas, Scikit-learn, SQL","Python, SQL",Data Science - Data Scientist,Mobile app,Full-Time,Slack,Waterfall,,English,Technology
A02035,4,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development - Web Development - Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Agile,PMP,English,Healthcare
A02036,3,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development - Web Development - Data Engineer,Company Project,Full-Time,Microsoft Teams,Agile,PMP,English,Healthcare
A02037,6,"Java, Spring, Node.js, MySQL","Java, MySQL",DevOps - Backend Developer,Cloud infrastructure,Short-Term,Slack,Agile,PMP,English,Education
A02038,10,"JavaScript, HTML, CSS, React","JavaScript, HTML, CSS",Web Development - Frontend Developer,Mobile app,Freelancer,Microsoft Teams,Agile,,English,Finance
