ID,Experience/Team_Size,Technical_Skills,Programming_Languages,Field,Role,Project_Description,Availability/Project_Duration,Communication_Tools,Work_Preference,Certifications,Languages,Industry
TL01659,19.63135861068645,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Company Project,Mid-Term,Microsoft Teams,Waterfall,None,Korean,Healthcare
TL01660,17.892806317213847,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,DevOps,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,PMP,Chinese,Technology
TL01661,8.464156893983988,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Mobile app,Full-Time,Slack,Waterfall,None,English,Healthcare
TL01662,-1.6388336686705927,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Mobile app,Part-Time,Zoom,Agile,AWS Certified,Chinese,Healthcare
TL01663,-2.888175385282741,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,Company Project,Full-Time,Slack,Agile,PMP,Chinese,Healthcare
TL01664,9.797714022709725,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Company Project,Long-Term,Slack,Agile,None,English,Education
TL01665,3.1146325307494234,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Frontend Developer,E-commerce platform,Short-Term,Zoom,Waterfall,PMP,English,Education
TL01666,-3.983474750596173,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Scientist,Mobile app,Mid-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL01667,-3.020063046033062,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,Spanish,Technology
TL01668,4.734733489404728,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Backend Developer,Mobile app,Freelancer,Microsoft Teams,Agile,AWS Certified,Spanish,Education
TL01669,9.382594353719043,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Engineer,Open Source Contribution,Full-Time,Slack,Waterfall,None,Chinese,Healthcare
TL01670,17.846198399842095,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Open Source Contribution,Long-Term,Microsoft Teams,Waterfall,PMP,Chinese,Finance
TL01671,11.404794211463622,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Cloud infrastructure,Part-Time,Microsoft Teams,Waterfall,AWS Certified,Chinese,Technology
TL01672,5.353910655305894,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Company Project,Full-Time,Microsoft Teams,Waterfall,PMP,English,Finance
TL01673,10.675918811401244,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Cloud infrastructure,Part-Time,Slack,Agile,None,English,Healthcare
TL01674,10.051122029132461,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,DevOps,Mobile app,Part-Time,Zoom,Waterfall,None,Chinese,Healthcare
TL01675,13.18955997976134,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Mid-Term,Microsoft Teams,Agile,PMP,Chinese,Healthcare
TL01676,7.740797119795923,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,E-commerce platform,Short-Term,Zoom,Agile,None,Spanish,Healthcare
TL01677,15.263217010439877,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Engineer,Open Source Contribution,Short-Term,Microsoft Teams,Waterfall,None,English,Technology
TL01678,13.783073021402172,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,DevOps,Company Project,Freelancer,Zoom,Agile,AWS Certified,Chinese,Education
TL01679,8.598088567103376,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Engineer,Open Source Contribution,Part-Time,Microsoft Teams,Agile,PMP,Chinese,Healthcare
TL01680,7.186599344072644,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Mobile app,Full-Time,Microsoft Teams,Waterfall,AWS Certified,English,Technology
TL01681,14.449214714896444,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Engineer,Company Project,Full-Time,Zoom,Agile,AWS Certified,Spanish,Healthcare
TL01682,3.0326804344275233,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,DevOps,Company Project,Short-Term,Microsoft Teams,Waterfall,PMP,Korean,Education
TL01683,-2.5115068108759484,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,None,Spanish,Healthcare
TL01684,-2.5512471654375943,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Scientist,Mobile app,Part-Time,Slack,Waterfall,AWS Certified,Spanish,Education
TL01685,2.4531927578358106,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,E-commerce platform,Full-Time,Slack,Agile,PMP,Chinese,Finance
TL01686,12.631093535777518,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Cloud infrastructure,Short-Term,Microsoft Teams,Waterfall,None,Chinese,Finance
TL01687,5.0645565504138315,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,E-commerce platform,Full-Time,Zoom,Agile,None,Spanish,Healthcare
TL01688,9.449605293991926,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Data Engineer,Mobile app,Full-Time,Microsoft Teams,Waterfall,PMP,Chinese,Healthcare
TL01689,4.5577873844006564,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Frontend Developer,Company Project,Mid-Term,Microsoft Teams,Agile,AWS Certified,English,Finance
TL01690,4.613280423538596,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Full-Time,Zoom,Waterfall,AWS Certified,Spanish,Healthcare
TL01691,0.8518162015383863,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Data Engineer,E-commerce platform,Short-Term,Zoom,Waterfall,AWS Certified,English,Education
TL01692,7.377632308557148,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Data Scientist,Cloud infrastructure,Long-Term,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL01693,6.795572568684808,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Mobile app,Long-Term,Slack,Agile,PMP,Chinese,Technology
TL01694,10.904606063470604,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",DevOps,Backend Developer,Cloud infrastructure,Freelancer,Slack,Agile,AWS Certified,Spanish,Education
TL01695,10.0310603395295,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,E-commerce platform,Freelancer,Slack,Agile,None,English,Education
TL01696,6.641902757531696,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Scientist,Open Source Contribution,Short-Term,Microsoft Teams,Agile,PMP,Spanish,Healthcare
TL01697,-2.507844063662823,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Cloud infrastructure,Long-Term,Zoom,Waterfall,None,Chinese,Healthcare
TL01698,15.503551670534383,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Part-Time,Slack,Waterfall,None,Spanish,Healthcare
TL01699,7.425524087887517,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,Mobile app,Part-Time,Zoom,Agile,AWS Certified,English,Education
TL01700,8.576717369472382,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,Company Project,Mid-Term,Slack,Waterfall,AWS Certified,English,Healthcare
TL01701,19.20776128831055,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Data Engineer,Company Project,Freelancer,Microsoft Teams,Agile,PMP,Chinese,Healthcare
TL01702,14.368643345531428,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,E-commerce platform,Mid-Term,Slack,Waterfall,AWS Certified,Spanish,Education
TL01703,11.14076380016077,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,E-commerce platform,Part-Time,Slack,Waterfall,AWS Certified,Chinese,Education
TL01704,8.003882112955266,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Mobile app,Mid-Term,Zoom,Agile,AWS Certified,Spanish,Technology
TL01705,7.938595425121261,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,Mobile app,Part-Time,Slack,Waterfall,None,English,Healthcare
TL01706,9.698445463381335,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Data Scientist,Cloud infrastructure,Long-Term,Slack,Agile,PMP,English,Education
TL01707,10.864354483020593,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,DevOps,Open Source Contribution,Long-Term,Microsoft Teams,Agile,None,Spanish,Healthcare
TL01708,19.98301989372629,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Open Source Contribution,Short-Term,Microsoft Teams,Agile,None,Chinese,Finance
TL01709,25.308594715162844,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,DevOps,Open Source Contribution,Part-Time,Microsoft Teams,Waterfall,None,English,Healthcare
TL01710,10.04897757798588,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,Mobile app,Part-Time,Zoom,Agile,AWS Certified,Chinese,Technology
TL01711,-7.031804405062179,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Engineer,Cloud infrastructure,Freelancer,Slack,Agile,AWS Certified,English,Finance
TL01712,1.3671272719852094,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Backend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,PMP,Spanish,Finance
TL01713,20.682703635784122,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Data Science,Data Scientist,Company Project,Freelancer,Microsoft Teams,Waterfall,None,English,Education
TL01714,13.043516926662884,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,AWS Certified,Spanish,Education
TL01715,10.998145012027772,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Short-Term,Microsoft Teams,Waterfall,AWS Certified,English,Finance
TL01716,6.853771645718327,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Frontend Developer,Cloud infrastructure,Long-Term,Zoom,Agile,AWS Certified,English,Education
TL01717,-0.2914876448648531,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Frontend Developer,Company Project,Part-Time,Microsoft Teams,Waterfall,None,Chinese,Finance
TL01718,19.74806568982057,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Company Project,Freelancer,Zoom,Agile,None,Chinese,Finance
TL01719,2.2656056377061926,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,DevOps,Company Project,Short-Term,Slack,Agile,None,Spanish,Technology
TL01720,13.118026655920746,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Backend Developer,E-commerce platform,Full-Time,Slack,Waterfall,None,Chinese,Healthcare
TL01721,-1.0721498092330428,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,E-commerce platform,Freelancer,Slack,Waterfall,None,Spanish,Technology
TL01722,6.514672222941547,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Backend Developer,Mobile app,Full-Time,Microsoft Teams,Agile,PMP,Spanish,Finance
TL01723,14.960956946595825,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Scientist,Mobile app,Short-Term,Zoom,Waterfall,None,English,Education
TL01724,6.274590809859756,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,DevOps,E-commerce platform,Long-Term,Microsoft Teams,Agile,AWS Certified,Chinese,Finance
TL01725,5.44446612903865,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,E-commerce platform,Freelancer,Slack,Agile,AWS Certified,Spanish,Finance
TL01726,8.09434951461294,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Data Science,Data Scientist,Mobile app,Long-Term,Zoom,Waterfall,AWS Certified,Korean,Finance
TL01727,-1.3189112908511333,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",DevOps,Backend Developer,E-commerce platform,Long-Term,Zoom,Agile,AWS Certified,Korean,Healthcare
TL01728,-2.6340733105644425,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,Data Scientist,Cloud infrastructure,Part-Time,Zoom,Waterfall,PMP,Korean,Education
TL01729,13.012647239267118,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,Data Scientist,E-commerce platform,Freelancer,Microsoft Teams,Waterfall,PMP,Spanish,Healthcare
TL01730,5.068673274744773,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Scientist,Mobile app,Short-Term,Slack,Waterfall,PMP,English,Healthcare
TL01731,12.958461244933105,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,Cloud infrastructure,Short-Term,Zoom,Agile,None,Spanish,Technology
TL01732,15.836309428099053,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Web Development,Frontend Developer,Open Source Contribution,Mid-Term,Microsoft Teams,Waterfall,PMP,Korean,Finance
TL01733,16.398737095726922,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Data Engineer,Open Source Contribution,Short-Term,Slack,Waterfall,PMP,English,Healthcare
TL01734,-3.31115254249387,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Data Science,Data Engineer,Company Project,Long-Term,Microsoft Teams,Waterfall,PMP,Spanish,Finance
TL01735,3.1420421332445896,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Data Science,DevOps,Cloud infrastructure,Freelancer,Zoom,Agile,AWS Certified,Chinese,Finance
TL01736,11.777822323720454,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,Open Source Contribution,Full-Time,Slack,Agile,None,Spanish,Technology
TL01737,11.885585611261774,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Web Development,Backend Developer,Company Project,Freelancer,Slack,Agile,AWS Certified,Chinese,Healthcare
TL01738,23.743991446477217,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Web Development,DevOps,E-commerce platform,Part-Time,Slack,Waterfall,None,Chinese,Finance
TL01739,1.6756108364469284,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,Backend Developer,Mobile app,Part-Time,Zoom,Agile,AWS Certified,English,Finance
TL01740,16.185716658047244,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Company Project,Long-Term,Zoom,Waterfall,AWS Certified,Korean,Education
TL01741,10.622269485098034,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Frontend Developer,Cloud infrastructure,Mid-Term,Slack,Agile,AWS Certified,Spanish,Technology
TL01742,-3.4455569546894242,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",Web Development,Data Engineer,E-commerce platform,Part-Time,Slack,Waterfall,None,Korean,Finance
TL01743,4.190668545303717,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Web Development,Frontend Developer,Cloud infrastructure,Freelancer,Slack,Waterfall,None,Spanish,Education
TL01744,9.855120142578897,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",Web Development,Frontend Developer,Mobile app,Short-Term,Zoom,Agile,PMP,Chinese,Finance
TL01745,-3.893843589701685,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,DevOps,Mobile app,Freelancer,Zoom,Agile,PMP,Spanish,Education
TL01746,-6.476992720348488,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",Web Development,Frontend Developer,Company Project,Full-Time,Slack,Waterfall,PMP,Chinese,Healthcare
TL01747,-4.291416611965639,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",DevOps,Data Engineer,Mobile app,Part-Time,Slack,Agile,AWS Certified,Chinese,Finance
TL01748,9.831392947582653,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,Open Source Contribution,Full-Time,Slack,Waterfall,None,Chinese,Education
TL01749,4.6320847787670125,"JavaScript, React, Node.js, HTML, CSS","JavaScript, TypeScript, HTML, CSS",DevOps,Frontend Developer,E-commerce platform,Part-Time,Microsoft Teams,Agile,AWS Certified,English,Education
TL01750,3.6863931685674602,"Python, R, TensorFlow, PyTorch, SQL","Python, R, SQL",DevOps,Data Engineer,Open Source Contribution,Mid-Term,Slack,Waterfall,PMP,Spanish,Education
TL01751,3.92639331728501,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",DevOps,Frontend Developer,Mobile app,Long-Term,Slack,Waterfall,PMP,Korean,Finance
TL01752,-1.9348832903700064,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Microsoft Teams,Agile,PMP,Spanish,Education
TL01753,4.829655980880688,"Docker, Kubernetes, AWS, CI/CD","Python, R, SQL",DevOps,Frontend Developer,Cloud infrastructure,Short-Term,Slack,Agile,None,English,Healthcare
TL01754,-4.704924460303491,"JavaScript, React, Node.js, HTML, CSS","Python, Shell",Data Science,Data Engineer,E-commerce platform,Full-Time,Microsoft Teams,Waterfall,PMP,Spanish,Education
TL01755,16.321834755480076,"JavaScript, React, Node.js, HTML, CSS","Python, R, SQL",Data Science,Backend Developer,Cloud infrastructure,Long-Term,Microsoft Teams,Agile,None,Korean,Finance
TL01756,19.84970278415411,"Docker, Kubernetes, AWS, CI/CD","JavaScript, TypeScript, HTML, CSS",DevOps,Data Engineer,Cloud infrastructure,Full-Time,Slack,Agile,PMP,Spanish,Finance
TL01757,-8.239622489752428,"Python, R, TensorFlow, PyTorch, SQL","Python, Shell",Web Development,DevOps,E-commerce platform,Part-Time,Slack,Agile,None,Korean,Finance
TL01758,4.740695518592775,"Docker, Kubernetes, AWS, CI/CD","Python, Shell",Data Science,Data Engineer,Mobile app,Full-Time,Slack,Agile,AWS Certified,Korean,Finance
TL01759,5.195884174687889,"Python, R, TensorFlow, PyTorch, SQL","JavaScript, TypeScript, HTML, CSS",Data Science,Data Scientist,Cloud infrastructure,Part-Time,Microsoft Teams,Agile,PMP,Korean,Finance
